MP_PT,AU_Substance_SCTID,Int_Substance_SCTID
"amino acid formula with fat, carbohydrate, vitamins, minerals, trace elements and medium chain triglycerides supplemented with prebiotics",879941000168105,"52518006,2331003"
triglycerides long chain with glucose polymer,83223011000036105,706916003
meningococcal A conjugate vaccine,824461000168100,121079004
meningococcal C + meningococcal W135 + meningococcal Y conjugate vaccine,824471000168106 + 824481000168109 + 824491000168107,120983009 + 120981006 + 120982004
iodine + ethanol,1889011000036109 + 31199011000036100,44588005 + 419442005
brinzolamide + brimonidine,1875011000036100 + 1873011000036101,386925003 + 372547000
cycloserine,31063011000036109,387282000
yellow fever live vaccine,821271000168105,873741000168105
pyrazinamide,803851000168106,387076005
valerian,75904011000036108,412266000
vemurafenib,39981000036105,702805007
ascorbic acid + cranberry extract,30781011000036102 + 87047011000036100,43706004 + 227421003
tenofovir alafenamide,768641000168104,715220007
dressing activated charcoal malodorous wound,48160011000036100,18989009
pancuronium,31692011000036109,373738000
dolutegravir + abacavir + lamivudine,167461000036103 + 1750011000036109 + 2256011000036104,713464000 + 387005008 + 386897000
gefitinib,2160011000036107,407100002
clevidipine,927554011000036100,439471002
ocrelizumab,1071501000168103,733464008
betaine + cellulase + pancreatin + papain + tilactase,30827011000036100 + 30938011000036108 + 31691011000036103 + 31700011000036103 + 32066011000036104,43356007 + 64187004 + 387049005 + 5007006 + 28530008
tenofovir disoproxil + emtricitabine + rilpivirine,847021000168106 + 2070011000036109 + 351000036107,
pralatrexate,804501000168107,428598004
ferrous sulfate,31232011000036100,387402000
panitumumab,72903011000036109,423259008
zaleplon,1081571000168102,387012004
cilgavimab,1598721000168104,
tixagevimab,1598711000168106,
dressing poly-absorbent fibre lipidocolloid with sucrose octasulfate heavy exudate,,
retinol acetate + betacarotene + colecalciferol + phytomenadione + pantothenic acid + thiamine + nicotinamide + riboflavin + pyridoxine + cyanocobalamin + biotin + folic acid + dl-alpha-tocopheryl acetate + ascorbic acid + calcium + magnesium + iron + zinc + manganese + chromium + copper + molybdenum + iodine,31867011000036101 + 30824011000036106 + 1981011000036104 + 31759011000036100 + 31697011000036106 + 2643011000036109 + 31624011000036109 + 31873011000036103 + 2532011000036107 + 1985011000036102 + 30839011000036109 + 2140011000036102 + 809501000168108 + 30781011000036102 + 1893011000036105 + 2297011000036108 + 2239011000036109 + 2718011000036102 + 31529011000036100 + 30978011000036106 + 31033011000036104 + 31598011000036103 + 1889011000036109,
brimonidine + timolol,1873011000036101 + 2661011000036104,372547000 + 372880004
lamivudine + zidovudine,2256011000036104 + 2717011000036103,386897000 + 387151007
durvalumab,1275521000168102,735230005
conjugated estrogens + bazedoxifene,2413011000036104 + 955291000168101,126098001 + 440186005
clofibrate,954381000168109,387439004
influenza quadrivalent adjuvanted vaccine 2022,1605441000168103,260210008
nabiximols,999081000168102,1296781000168105
thiamine + riboflavin + nicotinamide + pantothenic acid + pyridoxine + cyanocobalamin + ascorbic acid + biotin + folic acid + calcium + magnesium + zinc,2643011000036109 + 31873011000036103 + 31624011000036109 + 31697011000036106 + 2532011000036107 + 1985011000036102 + 30781011000036102 + 30839011000036109 + 2140011000036102 + 1893011000036105 + 2297011000036108 + 2718011000036102,
etonogestrel + ethinylestradiol,2098011000036100 + 2096011000036104,396050000 + 126097006
daunorubicin,31083011000036107,372715008
nusinersen,1145361000168103,723985005
dexamethasone,2007011000036103,372584003
crizotinib,688251000168109,703637000
human thrombin,32054011000036104,691831000168108
fibrinogen + factor XIII,31235011000036108 + 31222011000036103,418326009 + 51161000
liothyronine,2282011000036105,61275002
ethanol + lidocaine (lignocaine) + salicylic acid + tannic acid + rheum palmatum,31199011000036100 + 2277011000036104 + 2574011000036101 + 32017011000036102 + 31869011000036108,419442005 + 387480006 + 387253001 + 41412001 + None
Lactobacillus acidophilus + Bifidobacterium animalis + Bifidobacterium breve + Bifidobacterium longum + Lactobacillus casei + Lactobacillus paracasei + Lactobacillus plantarum + Lactobacillus salivarius + Lactobacillus rhamnosus + Lactobacillus delbrueckii,31460011000036109 + 920898011000036106 + 1348241000168108 + 1348531000168101 + 1348541000168105 + 1340731000168108 + 143151000036109 + 1348551000168107 + 1192731000168108 + 1348561000168109,16744007 + None + None + 416306002 + 710318008 + 710318008 + 669481000168105 + 710318008 + 412234005 + 710318008
pembrolizumab,706021000168103,716125002
calcium + colecalciferol + copper sulfate + magnesium oxide + manganese sulfate monohydrate + zinc,1893011000036105 + 1981011000036104 + 31052011000036107 + 31516011000036101 + 31534011000036104 + 2718011000036102,767178007 + 18414002 + 70168001 + 66389008 + 725799003 + 86739005
"amino acid formula without methionine, threonine and valine and low in isoleucine",48202011000036103,52518006
dressing hydrogel,106321000036101,303529009
grape seed extract + ascorbic acid,1340811000168106 + 30781011000036102,229932003 + 43706004
teniposide,32029011000036104,387460005
procaine,2512011000036104,387238009
afamelanotide,1514821000168103,819968004
cetrimide + dimeticone-350 + menthol + tar,30949011000036104 + 2798011000036103 + 2313011000036108 + 2617011000036106,395895003 + 395942002 + 387414008 + 263894008
Lactium + hops extract + spine date extract,1346711000168101 + 1344441000168104 + 1346721000168108,50593009 + 412540004 + None
typhoid live vaccine,826231000168100,867061000168109
enasidenib,1506121000168101,763038001
"amino acid formula with vitamins and minerals, low phenylalanine and supplemented with docosahexaenoic acid and arachidonic acid",832841000168107,52518006
fluticasone furoate + umeclidinium + vilanterol,927551011000036103 + 673271000168100 + 677431000168105,426409006 + 706898002 + 702408004
argatroban,1244771000168106,116508003
ethinylestradiol,2096011000036104,126097006
betaxolol,1856011000036105,409276006
bandage tubular long stocking,48155011000036103,
ethanol + propan-1-ol,31199011000036100 + 1209791000168104,419442005 + 299995007
bandage zinc paste with icthammol,1180211000168107,86739005
fosnetupitant + palonosetron,1462941000168104 + 31687011000036105,781258008 + 404852008
lenvatinib,766641000168103,714108002
hydrocortisone sodium succinate,2197011000036106,109066000
thiamine + riboflavin + nicotinamide + pantothenic acid + folic acid + ascorbic acid + dl-alpha-tocopherol + iron + magnesium + zinc + creatine + taurine + isoleucine + cysteine,2643011000036109 + 31873011000036103 + 31624011000036109 + 31697011000036106 + 2140011000036102 + 30781011000036102 + 30703011000036100 + 2239011000036109 + 2297011000036108 + 2718011000036102 + 1469021000168101 + 32020011000036105 + 31429011000036107 + 31067011000036100,
vedolizumab,707791000168101,704256006
amino acid synthetic formula supplemented with long chain polyunsaturated fatty acids and medium chain triglycerides,925499011000036102,52518006
paromomycin,1178621000168105,38044001
brentuximab vedotin,678211000168100,713395006
succimer,1470811000168100,109104002
benzocaine + resorcinol,30815011000036104 + 31865011000036106,387357002 + 78032005
zinc oxide + peru balsam + benzyl benzoate,2719011000036105 + 2463011000036100 + 1848011000036107,
pasireotide diaspartate,1551131000168102,704269005
dimeticone-100000,85241011000036104,396031000
palivizumab,31685011000036100,386900007
"protein formula with arginine, vitamin C and E",733181000168100,88878007
mepolizumab,767591000168109,716046009
fluphenazine decanoate,2130011000036101,396063006
magnesium + colecalciferol + pyridoxine + ascorbic acid + zinc + manganese,2297011000036108 + 1981011000036104 + 2532011000036107 + 30781011000036102 + 2718011000036102 + 31529011000036100,72717003 + 18414002 + 430469009 + 43706004 + 86739005 + 87869004
dressing with ibuprofen,1180351000168103,387207008
biperiden,1863011000036108,387359004
emtricitabine,2070011000036109,404856006
nitazoxanide,1175941000168104,407148001
bromhexine + phenylephrine,30860011000036109 + 2476011000036101,708561003 + 372771005
liquid paraffin + water purified + wool fat,2819011000036108 + 86570011000036101 + 32154011000036107,255667006 + 11713004 + 35605007
ertugliflozin,1228601000168104,764274008
rifabutin,2558011000036106,386893001
lauromacrogol-400,31470011000036100,427905004
bisacodyl + docusate,1865011000036109 + 2044011000036100,387075009 + 418700002
tipranavir,2848011000036108,419409009
garlic extract + horseradish extract + fenugreek seed extract + marshmallow root extract + ascorbic acid,1339901000168108 + 1339911000168106 + 1339921000168104 + 1339931000168101 + 30781011000036102,735030001 + 735040003 + 227398002 + None + 43706004
tiger snake antivenom,73626011000036100,699471008
insulin isophane porcine,1414941000168108,412209005
retinol acetate + thiamine + riboflavin + nicotinamide + pantothenic acid + pyridoxine + cyanocobalamin + ascorbic acid + colecalciferol + dl-alpha-tocopherol + calcium + phosphorus + copper + iron + iodine + magnesium + manganese + potassium + zinc,31867011000036101 + 2643011000036109 + 31873011000036103 + 31624011000036109 + 31697011000036106 + 2532011000036107 + 1985011000036102 + 30781011000036102 + 1981011000036104 + 30703011000036100 + 1893011000036105 + 2758011000036107 + 31033011000036104 + 2239011000036109 + 1889011000036109 + 2297011000036108 + 31529011000036100 + 2497011000036107 + 2718011000036102,
insulin neutral porcine,1414861000168100,412209005
doxazosin,960671000168103,372508002
losartan + hydrochlorothiazide,31500011000036102 + 2194011000036100,373567002 + 387525002
aminoglutethimide,1786011000036102,387257000
dressing tulle non-adherent primary wound contact layer paraffin,117951000036109,255667006
glycerol + sunflower oil + Aloe vera extract,2175011000036107 + 1445321000168109 + 75906011000036100,80582002 + 226912000 + 1162410007
glucosamine + chondroitin sulfate + dimethyl sulfone + manganese + boron,31291011000036101 + 1106851000168109 + 1209151000168105 + 31529011000036100 + 932931000168102,70237008 + 4104007 + 412190005 + 87869004 + 70597009
influenza quadrivalent cell based vaccine 2022,1532491000168102,260210008
isopropyl alcohol + benzalkonium chloride,31432011000036104 + 2843011000036103,85062008 + 64686009
carmellose sodium + glycerol + hyaluronate sodium,35409011000036103 + 2175011000036107 + 77661000036104,51224002 + 80582002 + 387578003
dutasteride,31162011000036107,385572003
droperidol,31157011000036100,387146001
influenza trivalent adjuvanted vaccine 2019,1123591000168103,260210008
nicotinic acid,31630011000036101,273943001
alanine + arginine + glucose + glycine + histidine + isoleucine + leucine + lysine + methionine + phenylalanine + proline + serine + threonine + tryptophan + tyrosine + valine,64913011000036102 + 31517011000036103 + 1956011000036104,58753009 + 52625008 + 67079006 + 15331006 + 60260004 + 14971004 + 83797003 + 75799006 + 70288006 + 63004003 + 52541003 + 14125007 + 52736009 + 54821000 + 27378009 + 72840006
danazol,1995011000036103,126124009
diazoxide,31110011000036107,387328001
nicotinamide + isoleucine + leucine + valine + thiamine + ascorbic acid + alanine + glycine + pantothenic acid + d-alpha-tocopherol + iron + riboflavin + betacarotene + biotin + cyanocobalamin + ergocalciferol,31624011000036109 + 31429011000036107 + 31475011000036109 + 32125011000036105 + 2643011000036109 + 30781011000036102 + 30679011000036102 + 2177011000036102 + 31697011000036106 + 31074011000036100 + 2239011000036109 + 31873011000036103 + 30824011000036106 + 30839011000036109 + 1985011000036102 + 31183011000036102,173196005 + 14971004 + 83797003 + 72840006 + 61768002 + 43706004 + 58753009 + 15331006 + 86431009 + 116776001 + 3829006 + 13235001 + 103068006 + 8919000 + 419382002 + 23433006
eslicarbazepine,1554431000168108,697998007
bandage calico,48147011000036106,
silibinin,1473781000168107,720527007
white willow extract + black myrobalan extract + turmeric extract + ginger extract,1468651000168107 + 1468661000168109 + 1177451000168100 + 1380211000168102,
tolnaftate + chlorhexidine,2671011000036109 + 1933011000036106,
reboxetine,2552011000036108,395859006
colecalciferol + d-alpha-tocopherol + magnesium + zinc + boron + olive oil,1981011000036104 + 31074011000036100 + 2297011000036108 + 2718011000036102 + 932931000168102 + 31645011000036106,18414002 + 116776001 + 72717003 + 86739005 + 70597009 + 41834005
tetanus immunoglobulin,73643011000036109,425682001
dressing foam lipidocolloid with sucrose octasulfate moderate exudate,,
bandage tubular short stocking,48156011000036105,
loteprednol,123621000036108,419711001
"amino acid formula with carbohydrate, vitamins, minerals and trace elements without phenylalanine, supplemented with docosahexaenoic acid",757691000168103,"52518006,2331003"
alanine + arginine + glycine + histidine + isoleucine + leucine + lysine + methionine + phenylalanine + proline + serine + taurine + threonine + tryptophan + tyrosine + valine,1933011000036106 + 31341011000036103 + 925497011000036109,58753009 + 52625008 + 15331006 + 60260004 + 14971004 + 83797003 + 75799006 + 70288006 + 63004003 + 52541003 + 14125007 + 10944007 + 52736009 + 54821000 + 27378009 + 72840006
atropine sulfate + hyoscine hydrobromide + hyoscyamine + kaolin + pectin,1825011000036104 + 31371011000036102 + 31372011000036108 + 31448011000036102 + 31717011000036104,74237004 + 387477005 + 372757002 + 398836001 + 55946005
emicizumab,1104561000168103,763611007
influenza quadrivalent cell based vaccine 2021,1532491000168102,260210008
lidocaine (lignocaine) + aminoacridine,2277011000036104 + 30728011000036102,387480006 + 6602005
fosfomycin,1074361000168105,372534005
prucalopride,683351000168109,699273008
chlorhexidine + hexamidine + allantoin,1933011000036106 + 31341011000036103 + 925497011000036109,373568007 + 703831002 + 395933009
